user-id,game-title,time-played
298950,Dota 2,0.5
298950,Dungeon Defenders,0.9
298950,Dungeons of Dredmor,5.4
298950,Dying Light,9.0
298950,Euro Truck Simulator 2,0.2
298950,F.E.A.R. 3,0.0
298950,Fallout 4,82.0
298950,Far Cry 3,99.0
298950,Garry's Mod,6.2
298950,Gish,0.0
298950,Goat Simulator,1.1
298950,Gone Home,2.0
298950,Grim Fandango Remastered,0.0
298950,Guacamelee! Gold Edition,0.2
298950,Gunpoint,0.4
298950,Guns of Icarus Online,1.6
298950,Half-Life,0.0
298950,Half-Life 2,0.1
298950,Hardland,1.7
298950,Hotline Miami,4.9
298950,Insanely Twisted Shadow Planet,0.0
298950,Insurgency,0.4
298950,Jet Set Radio,0.0
298950,Just Cause 2,1.6
298950,Killing Floor 2,5.9
298950,Lara Croft and the Guardian of Light,0.0
298950,Left 4 Dead,0.9
298950,Left 4 Dead 2,16.3
298950,Legend of Grimrock,19.3
298950,Legend of Grimrock 2,0.6
298950,Little Inferno,2.3
298950,Machinarium,3.8
298950,Magicka,2.4
298950,Max Payne 3,3.4
298950,Mortal Kombat X,14.5
298950,Natural Selection 2,8.5
298950,Nexuiz,0.4
298950,Nidhogg,0.3
298950,OlliOlli,0.0
298950,Orcs Must Die! 2,9.2
298950,Outlast,0.5
298950,PAYDAY 2,3.4
298950,"Papers, Please",0.8
298950,Penumbra Overture,0.0
298950,Pillars of Eternity,52.0
298950,Portal,0.2
298950,Portal 2,17.1
298950,Prison Architect,2.4
298950,RAGE,12.2
298950,Red Faction Guerrilla Steam Edition,1.5
298950,Ricochet,0.0
298950,Risk of Rain,0.0
298950,Rogue Legacy,6.4
298950,Rust,39.0
298950,Saints Row IV,1.8
298950,Samorost 2,0.0
298950,Sanctum,5.8
298950,Sanctum 2,0.8
298950,Satellite Reign,1.6
298950,Savage Lands,0.5
298950,Scribblenauts Unlimited,0.2
298950,Shadow Warrior,0.2
298950,Shadowrun Returns,10.6
298950,"Sir, You Are Being Hunted",0.9
298950,Squishy the Suicidal Pig,0.0
298950,Stacking,0.0
298950,Starbound,50.0
298950,State of Decay,5.5
298950,Surgeon Simulator,0.8
298950,Team Fortress 2,0.0
298950,Team Fortress Classic,0.0
298950,Terraria,86.0
298950,The Banner Saga,0.0
298950,The Binding of Isaac,0.4
298950,The Cave,3.5
298950,The Forest,6.9
298950,The Long Dark,2.0
298950,The Stanley Parable,1.9
298950,The Swapper,0.2
298950,The Talos Principle,0.5
298950,The Testament of Sherlock Holmes,0.1
298950,The Walking Dead,13.7
298950,The Wolf Among Us,8.2
298950,Thief,2.9
298950,To the Moon,0.0
298950,Tomb Raider,12.5
298950,Torchlight,9.2
298950,Torchlight II,13.6
298950,Tower of Guns,0.0
298950,Transistor,0.0
298950,Tropico 4,29.0
298950,Undertale,1.9
298950,Universe Sandbox,0.3
298950,Unturned,3.5
298950,Wasteland 1 - The Original Classic,0.0
298950,World of Goo,0.0
299153,Counter-Strike,0.0
299153,Day of Defeat,0.0
299153,Deathmatch Classic,0.0
299153,Half-Life,0.0
299153,Half-Life 2,0.0
299153,Ricochet,0.0
299153,Team Fortress Classic,0.0
381543,Counter-Strike,3.0
381543,Day of Defeat,0.0
381543,Deathmatch Classic,0.0
381543,Half-Life,0.0
381543,Ricochet,0.0
381543,Team Fortress Classic,0.0
547685,Counter-Strike,22.0
547685,Day of Defeat,0.0
547685,Deathmatch Classic,0.0
547685,Eldevin,0.0
547685,Half-Life,0.0
547685,PlanetSide 2,0.0
547685,Ragnarok Online 2,0.0
547685,Ricochet,0.0
547685,Team Fortress Classic,0.0
547685,Unturned,0.0
547685,Warface,0.0
554278,Counter-Strike,0.0
554278,Day of Defeat,0.0
554278,Deathmatch Classic,0.0
554278,Half-Life,0.0
554278,Half-Life 2,4.1
554278,Left 4 Dead 2,4.2
554278,Ricochet,0.0
554278,Team Fortress Classic,0.0
554278,War Thunder,7.4
561758,Alan Wake,7.2
561758,Alan Wake's American Nightmare,6.2
561758,Axel & Pixel,0.0
561758,BRINK,4.7
561758,Bloody Good Time,0.0
561758,Borderlands 2,0.0
561758,Counter-Strike,0.0
561758,Day of Defeat,1.7
561758,DayZ,2.8
561758,Dead Space,1.4
561758,Deathmatch Classic,0.0
561758,Duke Nukem Forever,14.3
561758,Eufloria HD,0.0
561758,F.E.A.R. 3,12.3
561758,Freedom Force,0.0
561758,Front Mission Evolved,7.0
561758,Half-Life,0.4
561758,Half-Life 2,16.6
561758,Heroes of Annihilated Empires,0.0
561758,Homefront,0.8
561758,I Am Alive,7.1
561758,Ignite,0.3
561758,Killing Floor,14.3
561758,Left 4 Dead,8.2
561758,Left 4 Dead 2,26.0
561758,Mafia,0.0
561758,No More Room in Hell,0.0
561758,Osmos,10.4
561758,Painkiller Hell & Damnation,0.0
561758,Painkiller Overdose,0.2
561758,Portal,10.6
561758,Portal 2,33.0
561758,RAGE,46.0
561758,RIFT,1.4
561758,Railroad Tycoon 3,0.0
561758,Red Faction Guerrilla Steam Edition,4.9
561758,Ricochet,0.0
561758,Sanctum,4.3
561758,Shattered Horizon,1.4
561758,Shattered Union,0.0
561758,Sid Meier's Railroads!,0.0
561758,Sniper Elite,1.8
561758,Stronghold Crusader HD,0.0
561758,Stronghold HD,0.0
561758,Team Fortress 2,2.8
561758,Team Fortress Classic,0.0
561758,The Misadventures of P.B. Winterbottom,0.0
561758,The Walking Dead,2.7
561758,Unreal Gold,0.3
577614,Counter-Strike,36.0
577614,Day of Defeat,0.0
577614,Deathmatch Classic,0.0
577614,Half-Life,0.0
577614,Ricochet,0.0
577614,Team Fortress Classic,0.0
604988,Counter-Strike,0.0
604988,Day of Defeat,0.0
604988,Deathmatch Classic,0.0
604988,Half-Life,0.0
604988,Ricochet,0.0
604988,Team Fortress Classic,0.0
622362,Counter-Strike,22.0
622362,Day of Defeat,1.3
622362,Deathmatch Classic,0.0
622362,Half-Life,0.0
622362,Ricochet,0.0
622362,Team Fortress 2,12.7
622362,Team Fortress Classic,0.0
635733,Counter-Strike,0.6
635733,Day of Defeat,0.0
635733,Deathmatch Classic,0.0
635733,Half-Life,0.0
635733,Ricochet,0.0
635733,Team Fortress Classic,0.0
683019,Counter-Strike,0.0
683019,Day of Defeat,0.0
683019,Deathmatch Classic,0.0
683019,Half-Life,0.0
683019,Ricochet,0.0
683019,Team Fortress Classic,0.0
714122,Counter-Strike,0.5
714122,Day of Defeat,0.0
714122,Deathmatch Classic,0.0
714122,Half-Life,0.0
714122,Ricochet,0.0
714122,Team Fortress Classic,0.0
748719,Borderlands 2,2.3
748719,Counter-Strike,13.6
748719,Day of Defeat,0.3
748719,DayZ,40.0
748719,Deathmatch Classic,0.0
748719,Dishonored,9.2
748719,Half-Life,0.0
748719,Half-Life 2,0.0
748719,Natural Selection 2,2.5
748719,Ricochet,0.0
748719,Team Fortress Classic,0.0
835015,Counter-Strike,0.0
835015,Day of Defeat,0.0
835015,Deathmatch Classic,0.0
835015,Half-Life,0.0
835015,Ricochet,0.0
835015,Team Fortress Classic,0.0
861238,Counter-Strike,0.6
861238,Day of Defeat,0.0
861238,Deathmatch Classic,0.0
861238,Half-Life,0.0
861238,Ricochet,0.0
861238,Team Fortress Classic,0.7
871990,Counter-Strike,3.0
871990,Day of Defeat,0.2
871990,Deathmatch Classic,0.0
871990,Half-Life,0.0
871990,Half-Life 2,0.0
871990,Ricochet,0.0
871990,Team Fortress Classic,0.0
937567,Counter-Strike,0.0
937567,Day of Defeat,0.3
937567,Deathmatch Classic,0.0
937567,Half-Life,0.0
937567,Half-Life 2,0.0
937567,Ricochet,0.0
937567,Team Fortress Classic,0.0
948368,Counter-Strike,5.2
948368,Day of Defeat,0.0
948368,Deathmatch Classic,0.0
948368,Half-Life,0.0
948368,Half-Life 2,0.3
948368,Ricochet,0.0
948368,Team Fortress Classic,0.0
975449,A Valley Without Wind,0.0
975449,A Valley Without Wind 2,0.5
975449,Alan Wake,2.6
975449,Alan Wake's American Nightmare,0.0
975449,Alien Swarm,9.8
975449,Alien Zombie Megadeath,0.0
975449,And Yet It Moves,0.4
975449,Anna - Extended Edition,0.0
975449,Antichamber,0.0
975449,Aquaria,0.0
975449,ArcaniA,0.0
975449,Avernum 4,0.0
975449,Avernum 5,0.0
975449,Avernum 6,0.0
975449,BIT.TRIP RUNNER,2.1
975449,Blackwell Deception,0.0
975449,Blocks That Matter,7.5
975449,Braid,3.5
975449,Brothers - A Tale of Two Sons,0.0
975449,Bullet Candy,0.0
975449,Cave Story+,0.3
975449,Cities XL Platinum,0.2
975449,Closure,0.0
975449,Cogs,0.3
975449,Confrontation,0.3
975449,Cortex Command,0.0
975449,Costume Quest,1.7
975449,Counter-Strike,0.1
975449,Crayon Physics Deluxe,0.0
975449,DEFCON,1.9
975449,Darwinia,0.0
975449,Day of Defeat,0.0
975449,Deadlight,0.0
975449,DeathSpank,15.1
975449,Deathmatch Classic,0.0
975449,Dino D-Day,0.0
975449,DogFighter,1.0
975449,Dota 2,54.0
975449,Dungeons of Dredmor,4.0
975449,Dwarfs!?,0.0
975449,EDGE,0.0
975449,Eets Munchies,0.0
975449,Eufloria HD,0.0
975449,FEZ,0.0
975449,Faerie Solitaire,2.8
975449,Far Cry 3,0.8
975449,Fate of the World,0.5
975449,Finding Teddy,0.0
975449,Floating Point,0.0
975449,Foul Play,0.5
975449,Frozen Synapse,12.6
975449,Garry's Mod,0.3
975449,Gemini Rue,0.4
975449,Geneforge 1,0.0
975449,Geneforge 2,0.0
975449,Geneforge 3,0.0
975449,Gish,0.0
975449,Gratuitous Space Battles,3.5
975449,Guacamelee! Gold Edition,0.0
975449,Gunpoint,0.0
975449,"Hack, Slash, Loot",0.0
975449,Hacker Evolution Duality,0.0
975449,Half-Life,1.2
975449,Half-Life 2,7.5
975449,Hammerfight,0.0
975449,Hammerwatch,0.0
975449,Home,0.0
975449,Hotline Miami,11.6
975449,"I Have No Mouth, and I Must Scream",0.2
975449,Jamestown,1.2
975449,Jolly Rover,0.2
975449,Just Cause 2,98.0
975449,Killing Floor,10.0
975449,Lara Croft and the Guardian of Light,0.0
975449,Left 4 Dead,158.0
975449,Left 4 Dead 2,212.0
975449,Legend of Grimrock,2.1
975449,Little Inferno,0.0
975449,MacGuffin's Curse,1.7
975449,Machinarium,0.6
975449,Magicka,39.0
975449,Max Payne 3,13.6
975449,McPixel,3.6
975449,Monster Loves You!,0.0
975449,Multiwinia,1.2
975449,Natural Selection 2,0.1
975449,NightSky,0.0
975449,Nimbus,0.1
975449,Offspring Fling!,1.9
975449,Orcs Must Die!,9.1
975449,Osmos,0.3
975449,Painkiller Hell & Damnation,0.3
975449,Penny Arcade's On the Rain-Slick Precipice of Darkness 3,0.0
975449,Penumbra Overture,0.0
975449,Plain Sight,5.4
975449,PlanetSide 2,0.0
975449,Poker Night at the Inventory,1.3
975449,Portal,5.1
975449,Portal 2,44.0
975449,Project Zomboid,0.1
975449,Proteus,0.7
975449,Psychonauts,3.2
975449,Puzzle Agent,0.0
975449,Puzzle Agent 2,0.0
975449,RAGE,24.0
975449,Race The Sun,0.5
975449,Red Faction Guerrilla Steam Edition,1.1
975449,Renegade Ops,10.2
975449,Revenge of the Titans,2.3
975449,Ricochet,0.0
975449,Robocraft,0.0
975449,Rock of Ages,3.4
975449,Rogue Legacy,20.0
975449,Sacred 2 Gold,0.0
975449,Saints Row 2,0.0
975449,Samorost 2,0.0
975449,Sanctum,1.3
975449,Scoregasm,0.3
975449,Shadow Warrior,0.5
975449,Shadowgrounds,1.8
975449,Shadowgrounds Survivor,0.0
975449,Shank,0.3
975449,Shank 2,0.0
975449,Shatter,0.1
975449,Sine Mora,0.0
975449,SkyDrift,0.0
975449,Snapshot,0.0
975449,Snuggle Truck,0.0
975449,Space Pirates and Zombies,1.7
975449,SpaceChem,3.0
975449,Stacking,2.4
975449,Star Trek Online,1.3
975449,SteamWorld Dig,2.5
975449,Super Meat Boy,2.5
975449,Supreme Commander,0.0
975449,Swords and Soldiers HD,0.6
975449,Tales of Maj'Eyal,3.0
975449,Team Fortress 2,0.0
975449,Team Fortress Classic,0.2
975449,Terraria,4.8
975449,The Baconing,0.0
975449,The Ball,6.9
975449,The Binding of Isaac,2.3
975449,The Expendabros,0.0
975449,The Guild II,0.0
975449,The Incredible Adventures of Van Helsing,0.2
975449,The Path,6.3
975449,The Stanley Parable,5.8
975449,The Swapper,0.0
975449,The Walking Dead,3.8
975449,Thomas Was Alone,0.0
975449,Thunder Wolves,0.0
975449,To the Moon,0.1
975449,Tomb Raider,3.1
975449,Torchlight,6.8
975449,Torchlight II,5.9
975449,Uplink,0.0
975449,VVVVVV,7.7
975449,Vertex Dispenser,0.0
975449,Vessel,0.4
975449,Warlock - Master of the Arcane,0.0
975449,Windosill,0.0
975449,Wings of Prey,1.4
975449,Without Within,0.0
975449,Wizorb,0.0
975449,World of Goo,0.2
975449,Worms Clan Wars,0.0
975449,Zen Bound 2,0.0
975449,Zeno Clash,5.6
975449,Zeno Clash 2,0.0
975449,Zombie Shooter,0.0
975449,Zombie Shooter 2,0.1
975449,inMomentum,0.2
976129,Counter-Strike,0.5
976129,Day of Defeat,0.0
976129,Deathmatch Classic,0.0
976129,Half-Life,0.0
976129,Ricochet,0.0
976129,Team Fortress Classic,0.0
983600,Counter-Strike,0.0
983600,Day of Defeat,0.0
983600,Deathmatch Classic,0.0
983600,Half-Life,0.0
983600,Half-Life 2,0.0
983600,Ricochet,0.0
983600,Team Fortress Classic,0.0
994489,Counter-Strike,0.0
994489,Day of Defeat,0.0
994489,Deathmatch Classic,0.0
994489,Dota 2,18.7
994489,Hacker Evolution,0.0
994489,Half-Life,0.1
994489,Ricochet,0.0
994489,Team Fortress Classic,0.0
1006880,Counter-Strike,0.0
1006880,Day of Defeat,0.0
1006880,Deathmatch Classic,0.0
1006880,Half-Life,0.0
1006880,Ricochet,0.0
1006880,Team Fortress Classic,0.0
1024319,Counter-Strike,0.0
1024319,Day of Defeat,12.1
1024319,Deathmatch Classic,0.0
1024319,Half-Life,0.0
1024319,Ricochet,0.0
1024319,Team Fortress Classic,0.0
1072465,Counter-Strike,12.7
1072465,Day of Defeat,3.4
1072465,Deathmatch Classic,0.0
1072465,Half-Life,0.1
1072465,Half-Life 2,0.0
1072465,Ricochet,0.0
1072465,Team Fortress Classic,0.0
1129452,Counter-Strike,0.0
1129452,Day of Defeat,257.0
1129452,Deathmatch Classic,0.0
1129452,Half-Life,40.0
1129452,Half-Life 2,14.4
1129452,Portal,1.7
1129452,Ricochet,0.0
1129452,Sniper Elite,238.0
1129452,Team Fortress Classic,0.0
1135775,Counter-Strike,1.3
1135775,Day of Defeat,0.0
1135775,Deathmatch Classic,0.0
1135775,Half-Life,0.0
1135775,Ricochet,0.0
1135775,Team Fortress Classic,0.0
1268792,Counter-Strike,0.5
1268792,Day of Defeat,0.0
1268792,Deathmatch Classic,0.0
1268792,Half-Life,0.0
1268792,Ricochet,0.0
1268792,Team Fortress Classic,0.0
1364546,Alien Swarm,0.9
1364546,Counter-Strike,0.0
1364546,Day of Defeat,0.0
1364546,Deathmatch Classic,0.0
1364546,Half-Life,0.0
1364546,Ricochet,0.0
1364546,Team Fortress Classic,0.0
1423371,Counter-Strike,0.0
1423371,Day of Defeat,0.0
1423371,Deathmatch Classic,0.0
1423371,Half-Life,0.0
1423371,Ricochet,0.0
1423371,Team Fortress Classic,0.0
1601069,Counter-Strike,0.0
1601069,Day of Defeat,0.0
1601069,Deathmatch Classic,0.0
1601069,Half-Life,0.0
1601069,Ricochet,0.0
1601069,Team Fortress Classic,0.0
1601773,Counter-Strike,0.0
1601773,Day of Defeat,0.0
1601773,Deathmatch Classic,0.0
1601773,Half-Life,0.0
1601773,Ricochet,0.0
1601773,Team Fortress Classic,0.0
1603625,Counter-Strike,0.0
1603625,Day of Defeat,0.0
1603625,Deathmatch Classic,0.0
1603625,Half-Life,0.0
1603625,Ricochet,0.0
1603625,Team Fortress Classic,0.0
1612666,BioShock Infinite,28.0
1612666,Counter-Strike,1.3
1612666,Day of Defeat,0.0
1612666,Deathmatch Classic,0.0
1612666,Dota 2,7.4
1612666,Half-Life,0.0
1612666,Hotline Miami,0.2
1612666,L.A. Noire,4.0
1612666,Left 4 Dead 2,5.8
1612666,Max Payne 3,16.7
1612666,Ricochet,0.0
1612666,Team Fortress Classic,0.0
1612666,Tomb Raider,20.0
1665511,Counter-Strike,0.0
1665511,Day of Defeat,0.0
1665511,Deathmatch Classic,0.0
1665511,Half-Life,0.0
1665511,Ricochet,0.0
1665511,Team Fortress Classic,0.0
1699101,Counter-Strike,0.5
1699101,Day of Defeat,0.0
1699101,Deathmatch Classic,0.0
1699101,Half-Life,0.0
1699101,Ricochet,0.0
1699101,Team Fortress Classic,0.0
1713646,Counter-Strike,0.0
1713646,Day of Defeat,0.0
1713646,Deathmatch Classic,0.0
1713646,Half-Life,0.0
1713646,Half-Life 2,0.0
1713646,Ricochet,0.0
1713646,Team Fortress Classic,0.0
1834453,Counter-Strike,0.0
1834453,Day of Defeat,0.0
1834453,Deathmatch Classic,0.0
1834453,Half-Life,0.0
1834453,Ricochet,0.0
1834453,Team Fortress Classic,0.0
1851828,Counter-Strike,0.0
1851828,Day of Defeat,0.0
1851828,Deathmatch Classic,0.0
1851828,Half-Life,0.0
1851828,Ricochet,0.0
1851828,Team Fortress Classic,0.0
1936551,Always Sometimes Monsters,5.1
1936551,Blackguards,1.1
1936551,Borderlands 2,15.7
1936551,Botanicula,5.2
1936551,Broforce,15.5
1936551,Car Mechanic Simulator 2014,5.1
1936551,CastleStorm,10.7
1936551,Cities XL Platinum,0.0
1936551,Company of Heroes 2,0.0
1936551,Confrontation,0.0
1936551,Construction Machines 2014,0.0
1936551,Counter-Strike,0.0
1936551,Day of Defeat,0.6
1936551,Deathmatch Classic,0.0
1936551,Driftmoon,0.3
1936551,Elven Legacy,10.8
1936551,Euro Truck Simulator 2,0.0
1936551,F.E.A.R. 3,0.0
1936551,FEZ,6.0
1936551,Far Cry 3,5.1
1936551,Farm Machines Championships 2014,0.0
1936551,Game Dev Tycoon,16.8
1936551,Gone Home,0.0
1936551,Guacamelee! Gold Edition,3.4
1936551,Guardians of Middle-earth,0.0
1936551,Gunman Clive,0.0
1936551,Gunpoint,0.3
1936551,Half-Life,0.0
1936551,Hammerwatch,0.3
1936551,Hotline Miami,2.0
1936551,Humanity Asset,0.0
1936551,Insurgency,0.0
1936551,KAMI,0.0
1936551,Kerbal Space Program,9.5
1936551,King of Dragon Pass,5.4
1936551,LUFTRAUSERS,0.0
1936551,Legend of Grimrock,12.1
1936551,Little Racers STREET,1.5
1936551,Lume,0.0
1936551,Machinarium,22.0
1936551,Magic Duels,8.7
1936551,Magicka,0.4
1936551,Majesty 2,50.0
1936551,Nidhogg,0.3
1936551,Ori and the Blind Forest,1.2
1936551,"Papers, Please",1.0
1936551,Pixel Piracy,0.3
1936551,Prison Architect,43.0
1936551,Probably Archery,0.0
1936551,Project Zomboid,0.3
1936551,Ricochet,0.0
1936551,Scribblenauts Unlimited,2.3
1936551,Shelter,0.0
1936551,Sid Meier's Pirates!,5.5
1936551,Sid Meier's Railroads!,2.3
1936551,Skulls of the Shogun,10.2
1936551,Space Hulk,20.0
1936551,SpeedRunners,0.5
1936551,SteamWorld Dig,0.8
1936551,Supreme Commander,2.5
1936551,Team Fortress Classic,0.0
1936551,Terraria,1.6
1936551,The Banner Saga,23.0
1936551,The Escapists,1.4
1936551,The Swapper,1.1
1936551,This War of Mine,53.0
1936551,Ticket to Ride,5.4
1936551,TowerFall Ascension,2.2
1936551,Windosill,0.0
1936551,Wings! Remastered Edition,1.1
1936551,Wizorb,0.6
1936551,World of Goo,19.1
1936551,Worms Reloaded,1.3
1936551,Worms Revolution,0.0
1950243,Alien Swarm,3.8
1950243,Arma 3,2.6
1950243,Borderlands 2,11.0
1950243,Company of Heroes,0.0
1950243,Company of Heroes 2,13.3
1950243,Counter-Strike,0.0
1950243,Day of Defeat,0.0
1950243,Deathmatch Classic,0.0
1950243,Dota 2,1.1
1950243,Dungeon Defenders,11.1
1950243,Dungeon Defenders II,9.2
1950243,FINAL FANTASY VII,71.0
1950243,Half-Life,0.0
1950243,Half-Life 2,0.0
1950243,Left 4 Dead,27.0
1950243,Left 4 Dead 2,49.0
1950243,Portal,1.6
1950243,Portal 2,0.7
1950243,Ricochet,0.0
1950243,Robocraft,0.4
1950243,Sid Meier's Railroads!,7.6
1950243,Space Empires V,1.9
1950243,Supreme Commander,0.0
1950243,Supreme Commander 2,8.9
1950243,Team Fortress 2,27.0
1950243,Team Fortress Classic,0.0
1950243,Ticket to Ride,0.6
1950243,War Thunder,1.2
1971801,Counter-Strike,0.0
1971801,Day of Defeat,0.0
1971801,Deathmatch Classic,0.0
1971801,Half-Life,0.0
1971801,Ricochet,0.0
1971801,Team Fortress Classic,0.0
2039434,Counter-Strike,0.0
2039434,Day of Defeat,0.0
2039434,Deathmatch Classic,0.0
2039434,Half-Life,0.0
2039434,Half-Life 2,0.0
2039434,Portal,0.0
2039434,Ricochet,0.0
2039434,Team Fortress 2,69.0
2039434,Team Fortress Classic,0.0
2083767,Borderlands 2,0.6
2083767,Castle Story,3.2
2083767,CastleStorm,0.7
2083767,Clicker Heroes,11.1
2083767,Counter-Strike,2.1
2083767,Day of Defeat,0.0
2083767,Deathmatch Classic,0.0
2083767,Dishonored,2.0
2083767,Dota 2,3.1
2083767,Dungeon Defenders,0.9
2083767,Half-Life,0.0
2083767,Half-Life 2,0.0
2083767,Hammerwatch,0.2
2083767,Heroes & Generals,0.0
2083767,Left 4 Dead 2,0.0
2083767,Magicka,0.3
2083767,Orcs Must Die!,11.4
2083767,Orcs Must Die! 2,28.0
2083767,Path of Exile,13.1
2083767,Portal,0.7
2083767,Ricochet,0.0
2083767,Stronghold Kingdoms,0.0
2083767,Tap Tap Infinity,7.3
2083767,Team Fortress Classic,0.0
2083767,Time Clickers,0.1
2083767,Torchlight,15.8
2083767,Torchlight II,1.5
2087859,Counter-Strike,0.0
2087859,Day of Defeat,0.0
2087859,Deathmatch Classic,0.0
2087859,Half-Life,0.0
2087859,Half-Life 2,0.0
2087859,Ricochet,0.0
2087859,Team Fortress Classic,0.0
2110581,Alien Swarm,0.1
2110581,Counter-Strike,8.8
2110581,Day of Defeat,0.0
2110581,Deathmatch Classic,0.3
2110581,Dota 2,20.0
2110581,Half-Life,0.6
2110581,Half-Life 2,0.3
2110581,Portal,6.4
2110581,Portal 2,12.7
2110581,Ricochet,0.1
2110581,Team Fortress 2,2.3
2110581,Team Fortress Classic,0.5
2110581,Universe Sandbox,0.4
2184507,Counter-Strike,5.2
2184507,Day of Defeat,0.7
2184507,Deathmatch Classic,0.0
2184507,Half-Life,0.0
2184507,Half-Life 2,0.0
2184507,Ricochet,0.0
2184507,Team Fortress Classic,0.0
2259650,Alien Swarm,3.2
2259650,Bejeweled 2 Deluxe,2.0
2259650,BioShock Infinite,12.2
2259650,Borderlands 2,223.0
2259650,Braid,0.0
2259650,Broforce,1.5
2259650,Brothers - A Tale of Two Sons,0.0
2259650,Cave Story+,2.3
2259650,Cogs,0.3
2259650,Company of Heroes,0.7
2259650,Counter-Strike,0.0
2259650,DOOM 3,0.0
2259650,Day of Defeat,0.0
2259650,Dead Space,0.0
2259650,Deadlight,0.7
2259650,Deathmatch Classic,0.0
2259650,Dishonored,1.7
2259650,DogFighter,0.0
2259650,Don't Starve,0.0
2259650,Dota 2,0.9
2259650,Dwarfs!?,1.2
2259650,F.E.A.R.,0.4
2259650,FEZ,0.0
2259650,Fallout 3,0.5
2259650,Fallout 4,116.0
2259650,Final DOOM,0.2
2259650,From Dust,0.3
2259650,GRID,0.7
2259650,Garry's Mod,0.0
2259650,Grand Theft Auto,0.0
2259650,Grand Theft Auto 2,0.0
2259650,Grand Theft Auto V,4.3
2259650,Guacamelee! Gold Edition,0.3
2259650,Half-Life,0.2
2259650,Half-Life 2,0.0
2259650,Hammerwatch,0.9
2259650,Hotline Miami,0.3
2259650,Jamestown,0.9
2259650,Killing Floor,3.8
2259650,LIMBO,3.3
2259650,Left 4 Dead,91.0
2259650,Left 4 Dead 2,0.0
2259650,Magicka,2.1
2259650,Manhunt,0.0
2259650,Max Payne,0.0
2259650,Max Payne 3,10.5
2259650,Natural Selection 2,0.1
2259650,PAYDAY 2,0.3
2259650,Painkiller Redemption,0.4
2259650,Path of Exile,0.0
2259650,Peggle Deluxe,0.0
2259650,Poker Night 2,4.6
2259650,Portal,0.0
2259650,Portal 2,21.0
2259650,Prey,0.0
2259650,RAGE,17.1
2259650,Red Faction,0.1
2259650,Red Faction Guerrilla Steam Edition,0.0
