User_ID	Game_ID	Hours
16	22	4.2
17	22	1784.0
17	54	626.0
17	545	176.0
17	554	69.0
17	105	48.0
17	10	16.1
17	340	13.6
17	555	11.7
17	25	10.2
17	556	5.8
17	234	4.1
17	24	2.3
17	82	2.2
17	557	0.6
17	13	0.6
17	558	0.4
17	559	0.3
19	22	1.1
19	567	0.4
21	22	7.4
23	22	135.0
24	54	125.0
26	22	3.8
27	22	6.2
28	10	1.2
29	22	1.9
30	529	0.6
31	22	5.2
33	424	44.0
33	574	32.0
33	94	26.0
33	575	15.9
33	438	15.8
33	185	10.5
33	87	9.5
33	576	9.2
33	10	9.0
33	22	8.6
33	577	8.3
33	578	8.3
33	300	8.2
33	579	5.9
33	267	4.7
33	418	1.3
33	171	0.9
33	124	0.6
33	90	0.5
33	230	0.5
33	580	0.4
33	276	0.2
33	334	0.2
33	197	0.1
34	290	1118.0
34	605	17.2
34	606	5.9
35	22	12.7
36	22	2.1
37	22	10.4
38	1	110.0
38	46	99.0
38	25	40.0
38	123	30.0
38	608	10.0
38	146	8.4
38	161	1.9
38	609	0.8
38	291	0.5
39	22	0.9
40	97	79.0
40	610	34.0
41	10	1085.0
42	611	36.0
42	612	0.2
43	91	16.9
44	22	4.8
45	612	211.0
45	617	78.0
45	611	60.0
45	324	31.0
45	547	11.3
45	544	10.0
45	618	7.8
45	9	1.1
45	619	0.9
45	616	0.3
45	407	0.2
46	54	94.0
46	529	15.0
46	25	10.8
46	443	6.7
46	10	3.6
46	620	2.4
46	621	2.1
46	622	0.9
46	248	0.7
46	623	0.2
47	22	5.3
48	612	91.0
49	1	465.0
49	630	40.0
50	632	66.0
50	320	35.0
50	633	22.0
50	634	19.6
50	635	16.3
50	636	14.7
50	637	14.6
50	638	14.3
50	639	13.3
50	92	11.3
50	640	11.2
50	641	10.5
50	642	9.5
50	150	9.1
50	517	9.0
50	420	8.9
50	252	8.6
50	194	7.1
50	643	7.1
50	644	7.1
50	645	5.9
50	646	5.9
50	346	5.6
50	647	5.6
50	648	5.3
50	298	5.2
50	595	5.1
50	536	5.1
50	649	4.7
50	650	4.3
50	651	4.1
50	652	4.1
50	653	3.7
50	654	3.7
50	655	3.6
50	656	3.6
50	657	3.6
50	658	3.4
50	214	3.3
50	659	3.2
50	240	3.2
50	660	3.1
50	661	2.9
50	662	2.8
50	663	2.7
50	664	2.6
50	665	2.3
50	666	2.2
50	317	2.2
50	577	2.1
50	112	2.0
50	667	2.0
50	10	1.3
50	267	1.2
50	668	1.2
50	52	1.1
50	197	1.0
50	276	1.0
50	669	0.9
50	50	0.9
50	273	0.8
50	219	0.6
50	670	0.5
50	671	0.4
50	344	0.3
50	334	0.3
50	672	0.2
50	673	0.1
51	22	62.0
52	22	22.0
53	10	2.0
53	718	0.9
53	719	0.3
54	10	762.0
54	84	348.0
54	5	270.0
54	1	220.0
54	298	113.0
54	16	105.0
54	720	99.0
54	499	84.0
54	721	62.0
54	76	61.0
54	262	58.0
54	33	57.0
54	246	56.0
54	267	46.0
54	9	44.0
54	81	44.0
54	585	41.0
54	511	39.0
54	722	38.0
54	723	38.0
54	487	36.0
54	104	32.0
54	103	31.0
54	385	31.0
54	724	27.0
54	338	24.0
54	725	23.0
54	726	23.0
54	278	23.0
54	92	22.0
54	544	21.0
54	129	21.0
54	188	21.0
54	727	19.9
54	241	19.8
54	728	19.7
54	729	19.7
54	27	19.5
54	730	19.5
54	731	19.4
54	732	19.1
54	11	18.3
54	733	18.2
54	107	18.1
54	287	17.3
54	23	17.1
54	734	15.4
54	179	15.0
54	735	14.5
54	387	14.4
54	736	14.0
54	737	13.8
54	738	13.8
54	739	13.5
54	740	12.8
54	89	12.7
54	741	12.6
54	742	12.4
54	410	12.4
54	333	11.6
54	743	11.3
54	126	11.3
54	232	11.2
54	52	11.1
54	281	11.0
54	744	10.7
54	745	10.5
54	746	10.4
54	635	10.1
54	747	9.8
54	534	9.7
54	138	9.7
54	748	9.4
54	749	9.3
54	656	9.0
54	750	8.8
54	751	8.4
54	99	7.9
54	466	7.8
54	752	7.8
54	753	7.7
54	754	7.7
54	271	7.7
54	595	7.6
54	547	7.5
54	755	7.4
54	165	7.2
54	412	7.2
54	293	7.2
54	161	7.0
54	756	7.0
54	757	7.0
54	758	6.8
54	759	6.7
54	760	6.7
54	671	6.6
54	761	6.6
54	197	6.5
54	762	6.5
54	62	6.1
54	763	5.9
54	764	5.7
54	765	5.6
54	766	5.6
54	79	5.5
54	54	5.5
54	767	5.4
54	768	5.3
54	667	5.3
54	769	5.3
54	442	5.2
54	770	5.1
54	771	4.9
54	327	4.7
54	772	4.6
54	773	4.5
54	774	4.4
54	775	4.4
54	150	4.4
54	776	4.3
54	657	4.2
54	777	4.2
54	778	4.2
54	317	4.1
54	536	4.0
54	273	4.0
54	320	3.9
54	779	3.8
54	780	3.6
54	380	3.4
54	781	3.4
54	782	3.4
54	698	3.3
54	783	3.2
54	784	3.2
54	669	3.2
54	119	3.1
54	785	2.9
54	136	2.9
54	699	2.8
54	552	2.7
54	786	2.7
54	461	2.6
54	654	2.6
54	787	2.5
54	788	2.5
54	789	2.4
54	458	2.4
54	546	2.3
54	513	2.3
54	790	2.3
54	495	2.3
54	22	2.2
54	332	2.1
54	238	2.0
54	646	2.0
54	640	1.9
54	500	1.9
54	791	1.8
54	792	1.8
54	793	1.5
54	389	1.5
54	697	1.5
54	794	1.5
54	795	1.5
54	796	1.4
54	797	1.4
54	334	1.4
54	228	1.4
54	798	1.3
54	25	1.3
54	799	1.1
54	800	1.0
54	801	1.0
54	151	0.9
54	203	0.9
54	802	0.9
54	803	0.8
54	529	0.8
54	804	0.8
54	67	0.7
54	194	0.7
54	659	0.7
54	805	0.7
54	806	0.7
54	807	0.6
54	808	0.6
54	809	0.6
54	810	0.6
54	811	0.6
54	812	0.6
54	813	0.4
54	814	0.4
54	545	0.4
54	250	0.4
54	815	0.4
54	816	0.3
54	817	0.3
54	4	0.3
54	629	0.3
54	55	0.3
54	818	0.3
54	644	0.2
54	819	0.1
55	22	278.0
56	22	240.0
57	22	6.9
57	529	1.2
58	54	1028.0
58	612	1008.0
58	9	148.0
58	954	108.0
58	10	72.0
58	955	36.0
58	1	35.0
58	545	32.0
58	184	21.0
58	444	16.0
58	5	15.8
58	434	15.8
58	275	8.6
58	956	7.8
58	92	7.3
58	22	3.1
58	552	1.9
58	499	1.7
58	957	1.1
58	958	0.6
58	613	0.4
59	22	86.0
60	619	33.0
60	10	3.3
60	22	0.3
61	22	142.0
61	607	6.4
61	964	5.9
61	965	4.9
61	568	4.2
61	966	1.9
61	626	1.9
61	605	1.1
61	560	0.9
61	967	0.7
61	622	0.4
61	968	0.2
62	22	1.1
63	22	2.3
64	164	3.0
65	612	0.8
66	25	105.0
66	10	30.0
66	565	25.0
66	529	14.9
66	177	10.9
66	54	7.4
66	567	7.4
66	24	5.6
66	81	3.4
66	623	2.0
66	22	0.4
69	22	891.0
69	54	853.0
69	623	3.3
69	563	3.1
69	560	1.9
69	974	0.8
69	966	0.8
69	975	0.2
69	976	0.2
70	10	6.6
72	22	3.6
73	54	231.0
73	955	6.6
74	151	13.6
75	22	9.9
76	10	4.5
77	556	42.0
77	22	0.5
78	22	2.0
79	620	0.6
80	76	499.0
81	10	29.0
82	22	2.4
83	22	1.5
84	22	10.1
85	22	6.5
86	438	5.4
87	271	153.0
87	545	63.0
87	281	26.0
87	177	22.0
87	5	1.4
88	103	104.0
88	986	6.3
88	987	1.5
89	22	0.4
92	54	13.4
92	992	12.0
93	54	75.0
93	134	0.5
93	10	0.5
94	22	550.0
95	10	27.0
95	546	16.8
95	727	6.9
96	550	303.0
96	995	3.5
97	545	12.2
97	275	2.9
97	10	0.9
97	996	0.2
97	612	0.1
98	54	639.0
98	106	479.0
98	623	70.0
98	443	65.0
98	76	33.0
98	558	30.0
98	998	19.8
98	406	16.2
98	955	11.3
98	163	4.2
98	516	3.9
98	177	2.3
98	905	1.7
98	10	1.0
98	897	0.8
98	798	0.8
98	296	0.7
98	89	0.7
98	24	0.5
98	295	0.3
98	583	0.3
99	22	865.0
100	612	271.0
100	623	16.7
100	529	10.7
100	5	8.6
100	1001	8.4
100	22	2.4
100	1002	2.0
100	1003	1.2
100	1004	0.7
100	1005	0.3
100	1006	0.3
100	177	0.2
100	975	0.2
101	22	60.0
103	1019	60.0
103	1020	31.0
103	482	7.0
103	1021	3.0
104	22	1256.0
105	444	8.8
105	674	8.8
105	824	2.6
105	20	1.5
105	1024	1.2
105	598	0.8
106	1025	110.0
107	22	1.9
109	159	1.0
109	657	0.4
109	546	0.3
110	1027	912.0
110	1028	153.0
110	106	79.0
110	421	29.0
110	162	19.7
110	570	13.3
110	955	12.3
110	1029	6.4
110	20	4.6
110	5	2.7
110	444	2.6
110	97	2.3
110	718	1.6
110	963	1.4
110	1030	1.0
110	438	0.9
110	623	0.9
110	145	0.3
110	248	0.3
110	114	0.3
110	312	0.3
110	402	0.2
110	7	0.2
111	529	0.3
112	22	0.3
114	22	1.9
115	1034	128.0
115	43	72.0
115	1035	59.0
115	1036	58.0
115	1037	46.0
115	1038	41.0
115	733	41.0
115	1039	35.0
115	184	21.0
115	93	14.6
115	1	14.6
115	114	14.5
115	225	12.9
115	338	7.0
115	14	6.6
115	936	6.3
115	815	5.8
115	736	5.7
115	1040	3.8
115	566	3.3
115	1041	3.2
115	847	3.1
115	489	3.0
115	1042	2.9
115	801	2.8
115	639	2.8
115	1043	2.8
115	451	2.7
115	312	2.5
115	418	2.2
115	906	1.9
115	524	1.8
115	1044	1.8
115	285	1.6
115	402	1.5
115	1045	1.3
115	298	1.2
115	306	1.2
115	839	1.1
115	9	1.0
115	1046	0.9
115	1047	0.8
115	92	0.8
115	494	0.7
115	86	0.7
115	52	0.5
115	5	0.5
115	491	0.5
115	1048	0.4
115	171	0.4
115	90	0.3
115	1049	0.3
115	1050	0.3
115	1051	0.3
115	1052	0.3
115	87	0.3
115	1024	0.2
115	486	0.2
115	1053	0.2
115	1054	0.2
115	1055	0.2
115	267	0.2
116	22	1447.0
116	529	0.3
117	22	2594.0
117	54	51.0
117	619	51.0
117	105	14.8
117	975	3.4
117	567	2.4
117	626	2.1
117	10	1.0
117	444	0.4
117	558	0.4
117	859	0.4
117	1026	0.2
118	22	5.3
119	611	490.0
119	612	316.0
119	614	5.8
119	613	1.0
120	529	5.7
121	54	27.0
121	1090	4.4
121	625	1.3
121	1091	0.3
122	22	290.0
123	25	7.6
124	22	101.0
124	54	63.0
125	1020	4.5
126	10	1.9
127	22	0.2
128	24	133.0
128	529	21.0
128	10	18.3
128	623	4.4
128	1094	4.3
128	1095	3.6
131	22	2.6
131	225	1.2
131	521	0.9
131	520	0.8
131	519	0.4
132	94	19.2
134	545	22.0
135	22	473.0
135	612	1.4
136	1047	2.2
137	565	2.7
137	718	0.6
138	22	0.2
139	103	0.7
140	612	101.0
140	627	0.3
140	390	0.3
141	551	409.0
142	271	110.0
142	544	74.0
142	905	20.0
142	1101	18.6
142	575	16.8
142	281	16.0
142	547	13.5
142	858	8.8
142	1102	7.0
142	904	2.0
143	617	128.0
143	51	89.0
143	550	83.0
143	65	65.0
143	1025	60.0
143	499	59.0
143	473	57.0
143	1103	57.0
143	1020	57.0
143	1104	54.0
143	998	43.0
143	1105	39.0
143	558	36.0
143	43	35.0
143	1106	28.0
143	163	28.0
143	77	27.0
143	1107	27.0
143	897	27.0
143	289	25.0
143	623	19.4
143	995	17.4
143	1029	16.6
143	1021	14.7
143	165	13.3
143	545	13.2
143	1108	12.9
143	112	11.8
143	25	11.5
143	1109	11.5
143	60	9.6
143	24	9.5
143	50	8.0
143	1016	7.3
143	516	6.6
143	285	6.2
143	1110	5.6
143	107	5.2
143	1111	5.0
143	54	4.9
143	1042	4.7
143	1112	3.9
143	1098	3.9
143	1011	3.8
143	290	3.7
143	177	3.3
143	1113	2.6
143	1114	2.1
143	819	2.0
143	150	1.9
143	10	1.8
143	565	1.5
143	1036	1.2
143	1115	1.1
143	1116	0.9
143	1023	0.9
143	1014	0.7
143	1117	0.6
143	45	0.4
143	896	0.4
143	1118	0.4
143	567	0.3
143	280	0.2
143	232	0.2
144	22	1.2
145	529	0.4
146	22	56.0
147	10	1.0
148	232	100.0
148	1036	88.0
148	43	79.0
148	165	72.0
148	327	39.0
148	345	14.7
148	554	13.4
148	516	12.8
148	1134	9.9
148	621	5.4
148	5	3.6
148	107	3.4
148	771	3.3
148	442	1.9
148	150	0.2
148	1135	0.2
149	22	6.4
150	1102	0.8
150	1101	0.3
151	1137	3.0
152	2	83.0
152	1138	31.0
152	34	16.9
152	1139	4.7
152	1140	0.6
153	1141	192.0
153	551	139.0
153	84	39.0
153	590	8.7
153	573	1.3
155	1142	228.0
155	285	51.0
155	1050	37.0
156	10	2.4
157	564	8.7
158	10	1.4
159	10	2.6
160	22	1.6
161	1107	2.6
162	1	320.0
162	43	253.0
162	165	45.0
162	82	29.0
162	113	27.0
162	461	26.0
162	259	26.0
162	184	25.0
162	251	23.0
162	339	18.0
162	529	16.8
162	22	15.6
162	546	14.3
162	608	13.5
162	1145	12.6
162	499	11.2
162	92	8.1
162	19	7.0
162	366	6.5
162	161	6.2
162	90	5.4
162	1146	5.1
162	48	3.8
162	267	1.2
162	203	0.6
162	145	0.3
162	230	0.2
163	545	543.0
163	390	81.0
163	1040	77.0
163	9	21.0
163	552	18.8
163	858	18.6
163	1147	7.3
163	150	5.3
163	548	2.2
163	206	0.7
164	621	85.0
164	558	60.0
164	1148	24.0
164	11	19.6
164	549	11.7
164	971	8.0
164	22	7.0
164	553	3.9
164	564	1.9
164	24	1.6
164	1149	0.8
164	1097	0.8
164	1150	0.6
164	1151	0.3
164	1152	0.2
165	54	432.0
165	529	0.6
165	1153	0.1
166	22	0.3
167	1158	145.0
168	1	80.0
169	541	18.4
169	171	7.8
169	100	1.2
171	22	4.3
172	25	213.0
172	54	60.0
172	1159	4.8
172	1160	0.3
172	598	0.1
172	1161	0.1
172	1086	0.1
173	545	89.0
173	612	0.8
174	617	1056.0
174	54	488.0
174	10	75.0
174	1	73.0
174	1227	50.0
174	94	22.0
174	556	8.9
174	529	6.0
174	121	2.9
174	5	2.4
174	554	1.5
174	727	1.4
174	1072	0.9
174	84	0.7
174	1228	0.6
174	92	0.6
174	575	0.5
174	499	0.3
175	162	53.0
175	121	49.0
175	417	43.0
175	1040	43.0
175	585	32.0
175	847	27.0
175	1045	25.0
175	1047	23.0
175	22	19.6
175	27	18.2
175	338	18.1
175	11	17.3
175	1234	16.7
175	114	16.2
175	1235	15.6
175	1236	15.0
175	1237	14.9
175	312	12.1
175	20	9.5
175	184	9.4
175	23	9.3
175	1238	9.3
175	1239	8.6
175	1088	8.4
175	1037	8.2
175	826	7.3
175	1240	5.7
175	82	4.9
175	351	4.5
175	278	3.6
175	511	3.5
175	228	3.3
175	150	3.2
175	1241	2.4
175	521	2.1
175	251	1.9
175	92	1.9
175	1242	1.5
175	1243	1.5
175	246	1.4
175	188	1.4
175	620	1.2
175	1050	1.2
175	257	0.9
175	929	0.8
175	1244	0.8
175	48	0.5
175	801	0.4
175	415	0.4
175	931	0.4
175	1245	0.3
175	28	0.3
175	635	0.2
175	1246	0.2
175	167	0.2
175	1247	0.2
175	17	0.1
176	22	4.8
177	22	2.7
179	22	5.7
181	1040	57.0
182	22	0.6
183	523	243.0
183	1020	218.0
183	550	193.0
183	43	153.0
183	1	143.0
183	511	136.0
183	1096	86.0
183	512	83.0
183	162	68.0
183	1025	65.0
183	421	64.0
183	16	62.0
183	246	61.0
183	1259	55.0
183	720	42.0
183	1260	35.0
183	112	32.0
183	1261	32.0
183	15	31.0
183	1043	30.0
183	232	28.0
183	23	26.0
183	97	26.0
183	107	24.0
183	632	24.0
183	473	22.0
183	82	22.0
183	901	21.0
183	819	21.0
183	1262	21.0
183	1263	21.0
183	65	19.8
183	1099	19.7
183	138	19.7
183	1019	19.1
183	11	19.1
183	288	18.8
183	1264	17.2
183	92	16.9
183	140	16.6
183	145	16.5
183	14	15.6
183	495	15.2
183	165	15.2
183	454	14.8
183	214	14.8
183	143	14.0
183	736	13.8
183	134	13.2
183	1029	13.1
183	10	12.6
183	230	12.5
183	343	12.5
183	487	12.1
183	102	12.0
183	130	12.0
183	1063	11.4
183	1231	11.1
183	251	11.0
183	118	11.0
183	1265	9.3
183	234	9.2
183	1266	9.0
183	324	9.0
183	1103	8.9
183	150	8.2
183	545	7.9
183	101	7.9
183	93	7.4
183	1267	7.4
183	151	7.2
183	1268	7.2
183	28	7.2
183	1269	6.7
183	392	6.6
183	906	6.5
183	1270	5.4
183	139	5.2
183	291	4.9
183	790	4.7
183	27	4.6
183	357	4.0
183	298	3.8
183	608	3.5
183	1271	3.4
183	670	3.3
183	725	3.3
183	418	3.2
183	5	2.7
183	184	2.2
183	1272	2.2
183	612	2.2
183	627	2.1
183	1273	2.1
183	1274	2.1
183	1275	1.8
183	225	1.8
183	1276	1.7
183	1277	1.6
183	1145	1.5
183	524	1.4
183	4	1.4
183	486	1.2
183	897	1.2
183	1048	1.1
183	602	1.1
183	552	1.1
183	613	1.1
183	764	1.1
183	90	1.0
183	194	1.0
183	443	0.9
183	44	0.8
183	506	0.7
183	442	0.7
183	677	0.6
183	59	0.6
183	1278	0.6
183	1279	0.5
183	1280	0.5
183	327	0.4
183	206	0.4
183	1281	0.3
183	1282	0.3
183	359	0.2
183	548	0.2
183	629	0.1
183	390	0.1
183	1283	0.1
185	22	26.0
186	76	86.0
186	20	6.1
186	22	1.8
186	1308	0.1
187	22	4.5
188	22	423.0
189	22	6.6
190	998	2484.0
190	25	188.0
190	551	183.0
190	163	147.0
190	81	114.0
190	478	83.0
190	24	73.0
190	10	36.0
190	904	32.0
190	443	30.0
190	992	29.0
190	1309	25.0
190	1310	24.0
190	719	19.4
190	1099	17.7
190	184	15.6
190	92	15.0
190	138	14.8
190	84	9.7
190	225	6.9
190	135	6.7
190	568	6.6
190	1311	5.3
190	1036	3.6
190	1	3.5
190	1029	3.4
190	1075	1.8
190	558	1.6
190	606	1.4
190	1228	1.2
190	177	0.8
190	105	0.6
190	522	0.4
190	567	0.3
191	5	27.0
191	801	2.8
192	22	0.2
193	184	14.8
193	1	5.0
193	10	3.5
195	22	0.2
196	10	3.0
197	4	60.0
197	1	14.1
197	81	12.5
197	605	9.0
197	16	7.3
197	25	4.8
197	1320	3.2
197	118	3.0
197	1321	0.7
197	722	0.5
197	479	0.5
197	1072	0.5
197	1322	0.4
197	554	0.4
197	515	0.4
197	1323	0.3
198	10	407.0
199	1325	3.4
199	1326	2.6
200	54	21.0
200	25	20.0
200	10	11.5
200	184	2.0
200	262	0.5
200	89	0.3
201	545	396.0
201	54	227.0
201	395	13.4
201	611	12.6
201	1109	11.2
201	225	10.1
201	612	2.4
202	573	0.7
202	529	0.6
202	24	0.2
203	22	2.3
204	575	21.0
205	529	6.2
206	611	722.0
206	1328	105.0
206	1329	39.0
206	612	35.0
206	1263	21.0
206	1145	19.7
206	1020	15.9
206	107	13.0
206	1330	11.0
206	1331	10.0
206	139	7.0
206	395	4.7
206	613	2.8
206	10	2.1
206	150	1.9
206	1292	1.3
206	568	1.3
206	692	1.1
206	134	1.0
206	564	0.7
206	206	0.6
206	1332	0.4
206	1333	0.3
206	1334	0.1
206	1335	0.1
207	1176	48.0
207	612	38.0
207	92	25.0
207	131	16.9
207	102	14.5
207	25	12.2
207	54	11.4
207	1340	11.0
207	5	6.9
207	1341	5.2
207	418	3.5
207	22	3.3
207	611	3.3
207	906	2.3
207	1342	2.0
207	130	1.4
207	1027	0.7
207	613	0.6
207	1224	0.3
207	1343	0.2
208	612	5.1
208	22	0.4
209	1344	63.0
210	10	0.8
211	156	67.0
212	22	210.0
213	1	107.0
213	94	64.0
213	1345	37.0
213	97	36.0
213	1258	33.0
213	523	24.0
213	847	21.0
213	1346	20.0
213	1057	20.0
213	1050	16.2
213	826	11.2
213	1347	10.0
213	986	7.3
213	1348	4.6
213	1349	4.2
213	1350	3.4
213	1351	2.9
213	507	2.8
213	20	0.8
213	1352	0.8
213	1353	0.7
213	1354	0.2
214	22	3.2
215	22	6.6
216	719	0.7
217	22	94.0
219	82	143.0
219	1358	91.0
219	657	44.0
220	499	286.0
220	10	197.0
220	25	55.0
220	1	48.0
220	82	34.0
220	184	31.0
220	173	31.0
220	551	31.0
220	84	14.4
220	568	14.1
220	1359	6.8
220	85	6.5
220	1360	4.8
220	250	4.6
220	408	4.4
220	24	4.2
220	1318	3.4
220	1361	0.1
221	163	0.5
222	545	3.3
222	390	2.0
222	22	1.5
223	22	1.2
224	271	80.0
224	281	24.0
224	150	14.0
225	92	4.7
225	1363	0.9
225	418	0.7
227	992	3.9
228	54	46.0
229	22	200.0
230	22	17.0
231	1	18.0
232	1364	7.3
233	1337	0.4
234	22	0.9
235	545	1.0
236	43	312.0
236	4	98.0
236	107	22.0
236	134	7.2
236	139	5.6
236	150	0.2
237	1365	229.0
238	22	0.4
239	1273	8.9
239	1043	4.5
239	1134	2.4
239	285	0.1
240	54	90.0
240	184	29.0
240	84	28.0
240	229	14.8
240	524	5.2
240	839	4.3
240	171	3.4
240	22	2.0
240	1326	1.1
240	1367	0.6
240	67	0.6
240	1047	0.3
241	54	76.0
242	22	374.0
242	1372	191.0
242	54	53.0
242	81	48.0
242	529	46.0
242	25	46.0
242	568	17.2
242	564	16.4
242	905	12.9
242	1373	7.9
242	623	7.6
242	558	7.5
242	1214	5.9
242	156	5.7
242	552	5.0
242	10	5.0
242	324	4.0
242	24	3.9
242	1374	3.7
242	573	3.3
242	1326	2.9
242	1375	2.3
242	1157	2.0
242	975	1.9
242	92	1.6
242	565	1.5
242	727	1.4
242	556	1.4
242	1376	0.8
242	1377	0.6
242	1378	0.6
242	560	0.4
242	592	0.4
242	1085	0.4
242	1379	0.4
242	19	0.4
242	335	0.4
242	252	0.3
242	618	0.3
242	1380	0.2
242	1361	0.2
242	958	0.2
242	1181	0.2
242	1381	0.2
242	718	0.2
242	598	0.2
242	1179	0.2
242	438	0.1
242	622	0.1
243	22	331.0
244	54	622.0
244	22	59.0
244	275	4.0
244	50	4.0
244	545	2.9
244	1185	2.2
244	688	1.8
245	550	2.4
245	229	1.8
245	1394	0.6
246	529	0.6
247	10	0.8
248	22	1.7
249	22	1.4
250	10	68.0
250	1376	23.0
250	54	16.5
250	25	16.2
250	443	11.7
250	466	11.4
250	22	9.8
250	529	7.1
250	24	4.4
250	1028	4.0
250	1114	3.9
250	1318	2.5
250	551	1.4
250	597	0.5
250	1395	0.3
251	612	891.0
252	22	2.8
253	550	293.0
254	905	24.0
254	904	22.0
254	1310	21.0
254	479	7.6
254	550	4.8
254	736	4.4
255	381	317.0
256	22	0.1
257	271	427.0
257	545	107.0
257	544	65.0
257	1020	57.0
257	54	44.0
257	34	30.0
257	1	22.0
257	552	22.0
257	281	16.0
257	547	15.2
257	399	11.2
257	1396	8.0
257	1397	7.7
257	995	4.6
257	998	3.2
257	904	2.0
257	390	1.5
257	1398	1.0
257	206	0.3
257	1399	0.3
257	548	0.1
258	22	4.6
259	1401	1191.0
259	1402	646.0
259	1344	315.0
259	271	52.0
259	18	9.4
259	281	6.0
260	43	14.1
262	25	29.0
262	1395	0.2
263	22	780.0
264	22	12.2
265	22	6.9
266	1	643.0
267	22	9.9
268	1	403.0
268	575	23.0
268	612	0.6
268	613	0.5
268	611	0.5
269	22	24.0
270	529	2.3
270	10	0.3
270	1403	0.2
271	22	1.8
