New_ID	Real_ID
177	223471406
178	223827574
179	210778610
180	116407650
181	125699277
182	173857208
183	9823354
184	304467587
185	165269326
186	226033921
187	232064401
188	141593973
189	174965596
190	100519466
191	107886872
192	153415214
193	180789959
194	236160325
195	236541446
196	155997063
197	168031436
198	169358223
199	181269219
200	162543176
201	95898619
202	185685666
203	308280913
204	69857045
205	215492239
206	16167221
207	19586574
208	200759485
209	82792088
210	153290864
211	213909719
212	219446813
213	41883322
214	260269555
215	186333740
216	237047627
217	142004534
218	307663333
219	99017037
220	170491009
221	195459356
222	30280104
223	227153589
224	64365339
225	103669953
226	103360
227	299670894
228	237275985
229	178709401
230	198156213
231	190231757
232	76216184
233	96674283
234	212284721
235	20321898
236	48239695
237	207216516
238	201512283
239	293463755
240	131227694
241	201697182
242	150751526
243	241208825
244	249165768
245	124462762
246	239478937
247	83851086
248	145658798
249	210669058
250	130280718
251	81569401
252	186996848
253	108601099
254	108560573
255	89161051
256	287706524
257	65716118
258	144004666
259	58237510
260	113308351
261	200538601
262	303326013
263	154210162
264	146463817
265	303693006
266	98152188
267	231450817
268	162649407
269	229467150
270	246892835
271	288856904
272	75228114
273	36553207
274	70165453
275	143693450
276	139955299
277	136021775
278	39446138
279	211404615
280	215540943
281	81743539
282	128790593
283	198346312
284	155182551
285	169218314
286	252016836
287	97913360
288	124777563
289	217268143
290	88919723
291	26802825
292	115436501
293	27117407
294	76684659
295	78332414
296	291151096
297	130201800
298	88585138
299	154671192
300	139352395
301	143459727
302	42681063
303	169337011
304	260118401
305	201445671
306	24932641
307	244273527
308	193987636
309	242549338
310	209729995
311	71082079
312	212521878
313	184620989
314	242199141
315	166705920
316	228302915
317	64315060
318	246056879
319	154406815
320	141037251
321	74154832
322	298979438
323	149318464
324	29835809
325	174813416
326	42928788
327	269437356
328	61444633
329	298519243
330	25096601
331	120377800
332	233160273
333	42642155
334	33591806
335	157397663
336	234024191
337	88735140
338	115003799
339	57866383
340	168845004
341	144347801
342	112590296
343	209193781
344	14433556
345	42061089
346	158267574
347	307239317
348	62654923
349	56256991
350	86338111
351	67923337
352	149501464
353	74232403
354	305808638
355	83978676
356	82235763
357	146682210
358	300645203
359	211925330
360	178717672
361	218354629
362	288854118
363	189822258
364	194791978
365	34150817
366	202949952
367	130954987
368	108877388
369	214366018
370	72576293
371	179686274
372	227083521
373	236775073
374	286701848
375	253983004
376	162582760
377	112994491
378	85614332
379	211760999
380	216653925
381	124451578
382	58152057
383	111316830
384	185283602
385	92914917
386	135599605
387	158173228
388	147563118
389	138847348
390	77870593
391	161383225
392	60760816
393	253006481
394	72842694
395	290367158
396	42223842
397	144508237
398	17649444
399	214388411
400	141161011
401	54916182
402	168041218
403	155881626
404	23663429
405	201176964
406	179481154
407	246753573
408	115396529
409	255957600
410	276118496
411	43804972
412	216115170
413	182579698
414	242412972
415	215008934
416	161220142
417	81079291
418	20200395
419	32498610
420	292731142
421	43321203
422	221952355
423	4834220
424	189623540
425	54704882
426	208071792
427	65229865
428	53079481
429	146809006
430	208226134
431	240524467
432	183103599
433	181064527
434	65958466
435	77905942
436	181321171
437	172348107
438	215748805
439	129520075
440	276055488
441	230952269
442	248255491
443	165216297
444	234292025
445	226923581
446	134590374
447	43908860
448	203238341
449	228343275
450	198249024
451	282061856
452	33250362
453	248518501
454	308692673
455	105796956
456	186055359
457	87821312
458	85714521
459	170375966
460	130950166
461	194545521
462	109458201
463	23718710
464	126602285
465	252696188
466	95440541
467	49767455
468	304222866
469	227940830
470	303269114
471	238411403
472	97238489
473	58117481
474	61676491
475	223991842
476	166753156
477	135879753
478	101369449
479	176033341
480	103363050
481	171512034
482	267438860
483	68224834
484	110928152
485	155613860
486	157469247
487	80119032
488	128831281
489	176743370
490	122803519
491	187498422
492	34177747
493	138929901
494	170760116
495	293570114
496	124712421
497	110879737
498	187678142
499	175033323
500	58192081
501	175945017
502	44866715
503	6394150
504	176750719
505	86686260
506	57088976
507	23883383
508	184794116
509	239794225
510	232207754
511	47519224
512	235194002
513	141677474
514	225269666
515	161816929
516	304848876
517	198893163
518	111343998
519	49350285
520	236950689
521	31727716
522	285926554
523	142001340
524	60217594
525	291447290
526	51044834
527	14165501
528	169414467
529	148976064
530	113045977
531	196223620
532	197090954
533	85643975
534	242013874
535	126158311
536	71687719
537	157414627
538	242781058
539	303525289
540	282307340
541	50246981
542	88296152
543	264929688
544	76190673
545	230633575
546	127706455
547	117129725
548	42005897
549	93454114
550	187283749
551	201990605
552	29122428
553	87879009
554	283853460
555	42099265
556	300534109
557	4064412
558	183382406
559	242242432
560	91800733
561	93812486
562	191480137
563	293691139
564	293269191
565	227777777
566	145844862
567	205634951
568	216040174
569	172318605
570	106760673
571	62539628
572	251928689
573	149438233
574	293843600
575	180955576
576	87162199
577	167874227
578	286095646
579	198417932
580	234838943
581	79407831
582	156312176
583	81139130
584	167017825
585	3974133
586	213406926
587	259791209
588	78799565
589	159995376
590	309824202
591	138412880
592	228170321
593	36154073
594	210744685
595	183300822
596	229791471
597	262861632
598	242896221
599	170473291
600	162999869
601	298913000
602	80419227
603	104055167
604	212374494
605	170527593
606	178893007
607	159365538
608	135540095
609	201743677
610	132118265
611	109201849
612	123245831
613	237468202
614	214077903
615	259268105
616	96771844
617	196119233
618	149291366
619	273544140
620	1950243
621	244878837
622	110095045
623	294281624
624	229095219
625	62985928
626	182220992
627	266888336
628	278567826
629	142183287
630	43913966
631	209127185
632	153164320
633	259330363
634	121280370
635	149122593
636	286545176
637	255467165
638	213023790
639	219466905
640	69132252
641	306592834
642	143734410
643	141414004
644	47409520
645	106802395
646	131730206
647	126098408
648	163137081
649	127813787
650	120725727
651	151397156
652	198105109
653	118894547
654	283975164
655	117531196
656	49110638
657	190788774
658	193129684
659	108755905
660	202340310
661	23780966
662	144737312
663	171874166
664	87071236
665	178915960
666	62317148
667	204459221
668	37708732
669	103620349
670	216921535
671	156407138
672	293360401
673	140065934
674	1364546
675	181608676
676	192277804
677	83813208
678	86150792
679	130290346
680	214736709
681	101487265
682	73507733
683	76319436
684	58977564
685	205546094
686	182399789
687	156458299
688	64787956
689	41883229
690	139854220
691	131973876
692	163861892
693	33033120
694	230382937
695	187374370
696	302345333
697	214051309
698	26218938
699	303322239
700	299060755
701	180743752
702	188241866
703	106057222
704	178883999
705	170267441
706	277003854
707	288094442
708	212310741
709	44482198
710	89286594
711	299364834
712	192264666
713	112088340
714	200175559
715	214107899
716	138570935
717	159960477
718	178007464
719	194680258
720	75034989
721	248878320
722	29383643
723	195171884
724	128478373
725	37179655
726	135177440
727	139396034
728	300089223
729	90650405
730	55623839
731	136913396
732	110150300
733	60594845
734	141566602
735	12070928
736	205827348
737	299833904
738	291846968
739	74565055
740	80022321
741	109271976
742	242469861
743	58029555
744	91881892
745	49845280
746	298644485
747	58667850
748	234559223
749	111456195
750	113423671
751	181840406
752	79411077
753	208127048
754	167202599
755	191507469
756	77136810
757	249232725
758	32467994
759	259053705
760	138656604
761	271808456
762	246303844
763	299914260
764	121360145
765	203745259
766	206398775
767	159129006
768	238773402
769	164271888
770	83751255
771	278099058
772	30527047
773	163662283
774	172086978
775	96977722
776	184812615
777	207234237
778	241603501
779	144565105
780	118725402
781	160640171
782	156799348
783	4485779
784	291452278
785	10267553
786	295708462
787	304497842
788	168925642
789	93575977
790	68316900
791	105289933
792	153026960
793	27417971
794	102825821
795	218680215
796	285380840
797	71943253
798	167106826
799	142475478
800	154281477
801	239299518
802	86915561
803	150882304
804	277679482
805	202616779
806	160264413
807	98312003
808	141693292
809	161444156
810	239791382
811	54194546
812	148860618
813	200491490
814	276137458
815	199899325
816	160427210
817	242815838
818	248472567
819	167360036
820	140672677
821	204888877
822	283498338
823	208491021
824	299776839
825	54739142
826	299489226
827	196237754
828	30988672
829	149053502
830	297517705
831	128964236
832	279734186
833	302553338
834	204495708
835	180534642
836	260320188
837	237554603
838	196862501
839	207270682
840	147602462
841	76171050
842	200471514
843	221083006
844	58439284
845	206696458
846	137508279
847	169277417
848	309038666
849	186597710
850	73141776
851	90362252
852	52907921
853	178269176
854	171932001
855	152082114
856	164699741
857	158211774
858	201081230
859	146813551
860	103574570
861	101315169
862	179001580
863	56790646
864	299440710
865	266829332
866	58768356
867	240477898
868	251706843
869	130324181
870	1851828
871	12610800
872	231029951
873	136778642
874	30036927
875	172666220
876	186305384
877	181118785
878	83420834
879	106170243
880	187588985
881	64394438
882	225245513
883	15902605
884	231808839
885	21138994
886	160550083
887	104032602
888	158655873
889	242782489
890	260048725
891	73012771
892	271030096
893	97017439
894	179014686
895	126471719
896	245767059
897	169061944
898	249269233
899	11973378
900	99992274
901	291293152
902	75277726
903	118664413
904	186139058
905	178290786
906	184899103
907	163043651
908	248532700
909	166747492
910	28696163
911	220489263
912	146999982
913	78341587
914	108183518
915	106235885
916	39010350
917	87832209
918	115806772
919	18869916
920	10216256
921	259994621
922	65421540
923	5232588
924	37092665
925	67628444
926	195800610
927	206210282
928	17299575
929	287668512
930	193442134
931	15680561
932	101030173
933	57798235
934	286468828
935	240704163
936	288449536
937	138483324
938	139769742
939	253389413
940	215833301
941	260132853
942	217917011
943	77792512
944	285282740
945	147859903
946	210860489
947	95761491
948	47506504
949	154527422
950	204829406
951	190961031
952	170384573
953	90541290
954	82174211
955	162179898
956	192436140
957	238466173
958	298222970
959	303300985
960	207406826
961	85547059
962	260686668
963	96014467
964	38055594
965	215160630
966	218952383
967	224943279
968	229179750
969	68049243
970	115275499
971	168377116
972	181297952
973	216189719
974	159777976
975	4325465
976	41934963
977	257603009
978	48028873
979	291907288
980	51905751
981	57433226
982	161978121
983	95203343
984	222319850
985	217368291
986	193494703
987	303024195
988	202598205
989	161248480
990	215508170
991	131940023
992	297279953
993	252507011
994	189371538
995	172437595
996	95911580
997	130021142
998	175270022
999	126074325
1000	239235805
1001	93413084
1002	189451813
1003	91040629
1004	64366280
1005	136495026
1006	236596014
1007	200750585
1008	41089194
1009	24366790
1010	98928829
1011	242094123
1012	89732768
1013	152302676
1014	124556386
1015	87907200
1016	206807160
1017	110489310
1018	194097479
1019	241348923
1020	123732393
1021	216025815
1022	158159336
1023	228706143
1024	298263185
1025	30574622
1026	296917506
1027	174415183
1028	191810425
1029	86332470
1030	33479807
1031	221695617
1032	184032170
1033	54888069
1034	289524714
1035	86978692
1036	181373107
1037	193156880
1038	15951451
1039	64971477
1040	222035871
1041	107377573
1042	171452409
1043	251164636
1044	173051184
1045	74811317
1046	50967861
1047	156859477
1048	298505728
1049	62545742
1050	204749083
1051	273817824
1052	294391279
1053	103373255
1054	23492094
1055	201816765
1056	132180557
1057	195147702
1058	200560312
1059	39758678
1060	7431946
1061	200345112
1062	196594918
1063	274410276
1064	241230534
1065	115037563
1066	194842424
1067	236434806
1068	239611310
1069	114972372
1070	21805245
1071	281216836
1072	70970228
1073	77279068
1074	245350724
1075	111003429
1076	159946174
1077	88770649
1078	269770460
1079	216931933
1080	80164199
1081	129796010
1082	249626280
1083	307242646
1084	306690580
1085	154105212
1086	20643309
1087	31887973
1088	250378500
1089	215518655
1090	199047757
1091	198825628
1092	235359505
1093	144276946
1094	195694153
1095	255085221
1096	93774169
1097	129825010
1098	98278869
1099	69587339
1100	234467038
1101	193471217
1102	95137775
1103	191747590
1104	163961414
1105	56333620
1106	309626088
1107	186885794
1108	102322335
1109	147251779
1110	96204317
1111	160922242
1112	286445618
1113	120639809
1114	205532682
1115	151481334
1116	225787781
1117	175720527
1118	196894502
1119	165020079
1120	55143039
1121	202600291
1122	127977081
1123	245064847
1124	70751853
1125	202585832
1126	178168238
1127	7440594
1128	131032344
1129	237388314
1130	82792464
1131	138242360
1132	259934396
1133	94356420
1134	214276866
1135	229345947
1136	228908339
1137	206597662
1138	77378306
1139	52942891
1140	170176187
1141	199134746
1142	83219649
1143	92393218
1144	54680190
1145	85759872
1146	98625085
1147	59537590
1148	226734923
1149	72958745
1150	75419274
1151	103805799
1152	114364553
1153	163988065
1154	171918937
1155	202043465
1156	112110682
1157	281376430
1158	174204642
1159	154123088
1160	298478157
1161	29915651
1162	103171339
1163	296426951
1164	303090541
1165	293002110
1166	70470505
1167	14098833
1168	197765864
1169	165523661
1170	56198811
1171	237298602
1172	75011941
1173	115192877
1174	218268835
1175	36188511
1176	272181160
1177	218292423
1178	186450119
1179	233648242
1180	205014771
1181	182412202
1182	95044091
1183	70052469
1184	156156544
1185	182621430
1186	72488020
1187	253622624
1188	227861587
1189	235209794
1190	74161590
1191	102838001
1192	141246626
1193	81054122
1194	232664241
1195	166242802
1196	202140315
1197	160469883
1198	153774422
1199	161405419
1200	66713604
1201	257491997
1202	86779448
1203	205343727
1204	204703234
1205	174896111
1206	282408930
1207	106147454
1208	101040836
1209	126876615
1210	166858869
1211	279603258
1212	146326949
1213	94086389
1214	290895974
1215	295021107
1216	143137329
1217	154617624
1218	114132445
1219	259829971
1220	257702137
1221	217709850
1222	57974873
1223	242471645
1224	115813584
1225	188226310
1226	100478352
1227	132875638
1228	76916895
1229	301805182
1230	158469748
1231	277798812
1232	174103314
1233	278609462
1234	129272742
1235	26430231
1236	233277671
1237	103012052
1238	147029458
1239	205823360
1240	34102593
1241	284064476
1242	254331853
1243	252694471
1244	29926116
1245	284863484
1246	224197206
1247	28040133
1248	293881991
1249	36439985
1250	152861732
1251	28064589
1252	267053376
1253	113058136
1254	71603645
1255	233865573
1256	221257958
1257	270169680
1258	176736380
1259	98463542
1260	206155181
1261	302916505
1262	95273667
1263	292936227
1264	253209919
1265	180048039
1266	18319108
1267	62601134
1268	128240584
1269	204541576
1270	84455820
1271	204813749
1272	39663272
1273	258834833
1274	286637360
1275	249401703
1276	189858084
1277	199535718
1278	216396749
1279	109475164
1280	150396347
1281	263516648
1282	200933876
1283	176682744
1284	32749624
1285	199850143
1286	60424237
1287	27275017
1288	180622295
1289	210172601
1290	80905023
1291	148576413
1292	4986667
1293	237789130
1294	202017729
1295	234770287
1296	56957512
1297	55906627
1298	190945239
1299	73187712
1300	244139284
1301	207590964
1302	93644606
1303	7507458
1304	234108053
1305	71704418
1306	295202708
1307	236735185
1308	236911498
1309	236245395
1310	129982462
1311	163237086
1312	158363887
1313	95586525
1314	65394447
1315	115959445
1316	225376053
1317	295708676
1318	80117314
1319	141873792
1320	140825164
1321	176539817
1322	257422299
1323	184480011
1324	228512803
1325	149689548
1326	182929175
1327	225176638
1328	2382003
1329	223324734
1330	303061131
1331	171911285
1332	82418411
1333	120116659
1334	256452263
1335	211357825
1336	74347105
1337	237455225
1338	241645675
1339	180448924
1340	32488724
1341	128412180
1342	243816387
1343	118792304
1344	39524248
1345	174585005
1346	123546767
1347	30115594
1348	8334557
1349	247219864
1350	142414329
1351	138259286
1352	279203738
1353	226357303
1354	162654590
1355	37827989
1356	202160372
1357	288228282
1358	48080423
1359	275151488
1360	74557142
1361	24972502
1362	9134079
1363	240964291
1364	302533082
1365	233595859
1366	39795967
1367	252200924
1368	186814006
1369	292158722
1370	249570072
1371	242866563
1372	96674526
1373	189125890
1374	172195770
1375	26090223
1376	102494404
1377	208513774
1378	195840346
1379	289383568
1380	205029231
1381	241524841
1382	286170278
1383	87734805
1384	34658438
1385	138460230
1386	122847338
1387	242836440
1388	104709012
1389	178117765
1390	121255383
1391	16821928
1392	120143206
1393	118808320
1394	229312905
1395	249480143
1396	13565651
1397	199693744
1398	132800758
1399	134967717
1400	166811621
1401	196437409
1402	296225264
1403	28633466
1404	203871540
1405	154624403
1406	216674215
1407	119350525
1408	238378861
1409	94778390
1410	118859786
1411	161309693
1412	165842250
1413	175612514
1414	102949215
1415	204386604
1416	136341868
1417	237036035
1418	69946630
1419	92322563
1420	262474788
1421	149081421
1422	305835588
1423	131995566
1424	145078067
1425	65420540
1426	193428692
1427	196086652
1428	203746661
1429	226597231
1430	200517250
1431	117036229
1432	35729292
1433	22277642
1434	158476996
1435	101690993
1436	82020006
1437	189429276
1438	218215123
1439	198741200
1440	216211930
1441	42127150
1442	294250383
1443	255076487
1444	219780322
1445	236054259
1446	142494421
1447	198071235
1448	155838344
1449	149832495
1450	103984034
1451	280721592
1452	201410301
1453	136520135
1454	97069030
1455	249605317
1456	296139952
1457	300035772
1458	177519904
1459	106028574
1460	260729536
1461	308851352
1462	28031199
1463	219554846
1464	138655214
1465	21075893
1466	53898495
1467	240400609
1468	242300881
1469	219080305
1470	64392327
1471	175423011
1472	77830706
1473	209016933
1474	200039228
1475	292196792
1476	268935456
1477	14758912
1478	249495968
1479	187692242
1480	44021324
1481	197279094
1482	93578126
1483	282923824
1484	134839311
1485	198314976
1486	169964396
1487	285545510
1488	89229462
1489	131876863
1490	305912574
1491	155471453
1492	35009482
1493	136135322
1494	230213922
1495	8542204
1496	66006698
1497	300620379
1498	88715858
1499	138080934
1500	203422894
1501	194670621
1502	188684344
1503	253424499
1504	81585721
1505	72588600
1506	281579960
1507	144144570
1508	33261284
1509	205636324
1510	75231491
1511	167752146
1512	120141290
1513	84395245
1514	133355027
1515	234555589
1516	135329995
1517	111795034
1518	86733992
1519	278209338
1520	150720815
1521	194071007
1522	51951401
1523	210725110
1524	298857855
1525	301432974
1526	26101823
1527	11200326
1528	175430751
1529	234758647
1530	76420334
1531	159741914
1532	11408688
1533	190754099
1534	162446312
1535	94272610
1536	121727972
1537	69009454
1538	225851590
1539	9439949
1540	220887518
1541	301110007
1542	292976473
1543	45422636
1544	198107221
1545	145670348
1546	67492611
1547	293378273
1548	266836892
1549	120698121
1550	290334662
1551	105590063
1552	112694811
1553	121150146
1554	197363488
1555	199603191
1556	228320359
1557	157058673
1558	133439311
1559	308452993
1560	201737586
1561	176890431
1562	175849081
1563	212041058
1564	43360645
1565	142650116
1566	286761300
1567	214877109
1568	239779234
1569	299905842
1570	112784971
1571	30425578
1572	309404240
1573	229334262
1574	263735764
1575	199047397
1576	170329549
1577	160139917
1578	148761419
1579	211544205
1580	45974860
1581	215917975
1582	277768228
1583	199121928
1584	185078775
1585	95542056
1586	243536793
1587	115821787
1588	14417857
1589	160844169
1590	83198547
1591	162024985
1592	150623264
1593	240820377
1594	294888042
1595	135545063
1596	80386506
1597	143177422
1598	289075484
1599	82212295
1600	144736928
1601	111044780
1602	271013192
1603	239306186
1604	296254406
1605	108727716
1606	141027992
1607	156669447
1608	207647609
1609	52438281
1610	66950079
1611	38100517
1612	53181165
1613	154137401
1614	92788681
1615	259402641
1616	297340487
1617	59383825
1618	56830362
1619	206904972
1620	83572990
1621	298173249
1622	239296422
1623	85366890
1624	142971534
1625	210419195
1626	182422786
1627	190608205
1628	181523551
1629	211315837
1630	105736077
1631	163027169
1632	244069576
1633	105877396
1634	171527460
1635	212302055
1636	163140792
1637	98649241
1638	185914106
1639	302642693
1640	204793925
1641	296439514
1642	216317211
1643	161140815
1644	287812798
1645	162319690
1646	254331891
1647	171541210
1648	295832595
1649	604988
1650	156742049
1651	127850470
1652	39082468
1653	80779496
1654	305697665
1655	212875606
1656	284439080
1657	84610577
1658	43189361
1659	138129129
1660	68372559
1661	31733654
1662	158495272
1663	254715417
1664	199693353
1665	144202828
1666	240508393
1667	24011187
1668	97634356
1669	169258848
1670	243664576
1671	73094226
1672	146449077
1673	46800342
1674	163801892
1675	235037893
1676	252540851
1677	105261470
1678	257891885
1679	24469287
1680	157138238
1681	107285166
1682	255706163
1683	249607464
1684	301776008
1685	55112407
1686	299950927
1687	63391345
1688	294667556
1689	91405713
1690	67791342
1691	124221152
1692	182491331
1693	231009125
1694	32939936
1695	165565786
1696	213858385
1697	188321266
1698	43186470
1699	115287826
1700	192976811
1701	72207742
1702	134615317
1703	187462362
1704	204748975
1705	119368216
1706	243429504
1707	39622853
1708	158899877
1709	106806146
1710	308220794
1711	78996406
1712	171280641
1713	122328547
1714	244266460
1715	164259079
1716	168375605
1717	159152280
1718	159086542
1719	89867101
1720	299965727
1721	169308850
1722	201945992
1723	212466515
1724	214606702
1725	85045079
1726	155069128
1727	284490460
1728	196960100
1729	207022512
1730	116617462
1731	233269570
1732	115325355
1733	229612766
1734	11403772
1735	227863185
1736	139433517
1737	254814380
1738	82695118
1739	195322037
1740	50744279
1741	186673066
1742	178274653
1743	294130030
1744	240312742
1745	244855763
1746	66078954
1747	184807923
1748	188491294
1749	225289523
1750	159867966
1751	130440628
1752	82046939
1753	112459307
1754	258774423
1755	111754806
1756	145927933
1757	139149185
1758	107131506
1759	189818681
1760	20683035
1761	161637382
1762	86355338
1763	158944454
1764	133609786
1765	65872385
1766	38968408
1767	27171538
1768	293551083
1769	240405101
1770	229111581
1771	92314533
1772	185849750
1773	145722517
1774	197157593
1775	107383658
1776	202465494
1777	237156166
1778	132057825
1779	202625117
1780	47453568
1781	168839130
1782	300538511
1783	138349389
1784	192798536
1785	103966604
1786	287948400
1787	26753925
1788	12130111
1789	200083714
1790	186193491
1791	94819329
1792	199948316
1793	216939765
1794	23096237
1795	296557510
1796	82728085
1797	15305418
1798	215786295
1799	119170251
1800	130303679
1801	241564427
1802	237704094
1803	146427029
1804	201769914
1805	254320799
1806	177146016
1807	192443246
1808	304435173
1809	133729675
1810	35330593
1811	144824885
1812	82448039
1813	99077905
1814	130146848
1815	184161063
1816	249096057
1817	305093062
1818	34618463
1819	221622562
1820	252159775
1821	304032401
1822	101395260
1823	103093060
1824	120970326
1825	194966014
1826	180283418
1827	244441983
1828	81104015
1829	91125135
1830	150039339
1831	302054444
1832	90884508
1833	243141191
1834	233847882
1835	150386429
1836	139049885
1837	112919409
1838	182988804
1839	10385370
1840	202836907
1841	244908996
1842	301117259
1843	28424408
1844	244376049
1845	217756269
1846	191477470
1847	217580279
1848	238013546
1849	221042905
1850	17947811
1851	201678836
1852	71760673
1853	192204940
1854	197642964
1855	273901604
1856	142001485
1857	211267410
1858	33300480
1859	191592097
1860	88344296
1861	223124802
1862	298215805
1863	214252753
1864	116325720
1865	86635197
1866	9128105
1867	282638848
1868	124763074
1869	118442089
1870	224777419
1871	253832736
1872	219589039
1873	147381026
1874	201089557
1875	204624428
1876	244722763
1877	301070733
1878	239444411
1879	126308758
1880	194487033
1881	194893507
1882	245005581
1883	79537725
1884	72930582
1885	102623516
1886	30548861
1887	53779471
1888	94982344
1889	197732882
1890	58724834
1891	203387556
1892	131785763
1893	114881003
1894	145052189
1895	184034224
1896	164611728
1897	193315427
1898	121809665
1899	21015565
1900	206229824
1901	58217836
1902	252475396
1903	127325079
1904	140943875
1905	95695156
1906	197966478
1907	143588434
1908	186515716
1909	71126210
1910	173168090
1911	292470488
1912	203222843
1913	86912006
1914	188768764
1915	188784538
1916	298557690
1917	202347606
1918	166149095
1919	141680691
1920	275775796
1921	59101095
1922	200102265
1923	152585209
1924	227783598
1925	57223013
1926	217987498
1927	193955543
1928	58662652
1929	43565258
1930	173003298
1931	202128053
1932	230103206
1933	121582062
1934	222045462
1935	281846414
1936	130029851
1937	88139607
1938	217892263
1939	10595342
1940	117312360
1941	173531795
1942	209665002
1943	244907939
1944	203986235
1945	156879739
1946	188893670
1947	135066372
1948	64657716
1949	120955239
1950	139480472
1951	191905471
1952	258213980
1953	97951693
1954	39482136
1955	284452410
1956	293978986
1957	143223745
1958	228147470
1959	118693973
1960	30432648
1961	163924362
1962	244290943
1963	233104650
1964	250966627
1965	120055850
1966	90359362
1967	112432049
1968	217993378
1969	158481852
1970	114287682
1971	290948882
1972	89539775
1973	104132805
1974	199816966
1975	116626402
1976	165192959
1977	202366002
1978	245432485
1979	232047954
1980	26633617
1981	7273540
1982	25445382
1983	200737797
1984	283401578
1985	149790632
1986	145825155
1987	142279088
1988	119311184
1989	150397316
1990	212544433
1991	59790700
1992	183963121
1993	12259303
1994	96095486
1995	136998614
1996	218531534
1997	294834367
1998	199215257
1999	66052983
2000	93669877
2001	84738098
2002	218734858
2003	97886833
2004	126269125
2005	172860957
2006	208216690
2007	32125590
2008	250828184
2009	35021321
2010	106132774
2011	170377069
2012	250480120
2013	168546873
2014	184536712
2015	44197725
2016	3244702
2017	86448907
2018	239135689
2019	207563790
2020	153543959
2021	164511211
2022	11207650
2023	173382820
2024	115163074
2025	104707698
2026	174997093
2027	194282276
2028	83758687
2029	15702351
2030	238282687
2031	171375833
2032	38990345
2033	188142305
2034	106101617
2035	45094639
2036	87341384
2037	170944796
2038	148831715
2039	144114673
2040	213737989
2041	294848255
2042	296979942
2043	219361406
2044	255576471
2045	252166407
2046	87686595
2047	181700777
2048	159780220
2049	188092362
2050	208073859
2051	301506413
2052	121615038
2053	141918894
2054	120106834
2055	122188548
2056	81556495
2057	295759540
2058	203506108
2059	113260911
2060	94961328
2061	24204083
2062	28443095
2063	177537876
2064	95362226
2065	251241445
2066	49688948
2067	183486202
2068	95562622
2069	297278471
2070	283636252
2071	168641975
2072	200035911
2073	302396512
2074	201777630
2075	225655173
2076	237784559
2077	82807945
2078	77924328
2079	150144638
2080	61642722
2081	151960085
2082	176689215
2083	301274389
2084	77124916
2085	121900241
2086	161632739
2087	179404476
2088	2259650
2089	234749963
2090	276101850
2091	192997918
2092	24445668
2093	51766884
2094	141571751
2095	192186232
2096	234299035
2097	279487658
2098	84432612
2099	121080515
2100	54992167
2101	282755920
2102	161919513
2103	59115473
2104	308440565
2105	231456970
2106	203172944
2107	133237267
2108	225434610
2109	92091548
2110	60296891
2111	128173430
2112	261199100
2113	274602960
2114	258327971
2115	200913780
2116	292652586
2117	183235801
2118	129928069
2119	269759752
2120	42799637
2121	239926593
2122	111313670
2123	225829163
2124	104543500
2125	109669093
2126	282945740
2127	103690917
2128	204480360
2129	99704390
2130	234684541
2131	90735121
2132	256992469
2133	277741936
2134	181693930
2135	51429054
2136	131296919
2137	303077093
2138	13227113
2139	239544929
